Adele,@Adele,Famous Artist,184910040,24503943707,Adele fans! Head over to @VEVO's Facebook page to submit questions for Adele to answer! http://www.facebook.com/VEVO,2010-09-14T19:47:33.000Z
Adele,@Adele,Famous Artist,184910040,27248872792,Adele has a new blog up at her website. Check it out here: http://bit.ly/adeleblog1,2010-10-13T14:58:33.000Z
Adele,@Adele,Famous Artist,184910040,29104016829,"Adele has a new blog up at http://www.adele.tv/. Stay tuned to the blog on Tuesday, November 2 at 00:00 GMT for a special announcement!",2010-10-29T16:37:36.000Z
Adele,@Adele,Famous Artist,184910040,29419669509,Head over to Adele's newly re-designed website to read a new blog post with details about her upcoming album! http://bit.ly/abMOzO,2010-11-02T00:05:24.000Z
Adele,@Adele,Famous Artist,184910040,29513802932,RT @ColumbiaRecords: NEWS: Adele @OfficialAdele has a new blog at http://www.adele.tv/. check the blog TODAY for a special announcement  ...,2010-11-02T22:54:44.000Z
Adele,@Adele,Famous Artist,184910040,29513944608,RT @XLRECORDINGS: Adele announced details of her forthcoming album '21' & new single 'Rolling In The Deep' - more details on her blog ht ...,2010-11-02T22:56:23.000Z
Adele,@Adele,Famous Artist,184910040,3206628409085953,Hear two new songs next week! Read more from Adele on her new blog post here: http://bit.ly/adeleblog2,2010-11-12T22:04:54.000Z
Adele,@Adele,Famous Artist,184910040,4262658375159808,"Listen to a new song ""Rolling In The Deep"" from Adele's forthcoming album '21'! http://bit.ly/adeleritd",2010-11-15T20:01:11.000Z
Adele,@Adele,Famous Artist,184910040,4305888269574144,"RT @XLRECORDINGS: Hear the BRAND NEW ADELE SONG, 'Rolling In The Deep' here: http://bit.ly/bepa33 ... features exclusive studio footage  ...",2010-11-15T22:52:58.000Z
Adele,@Adele,Famous Artist,184910040,6731358730719234,"Watch Adele perform a brand new song ""Someone Like You"" live on Later... With Jools Holland: http://bit.ly/adelejools",2010-11-22T15:30:55.000Z
Adele,@Adele,Famous Artist,184910040,9632901670895616,Adele's '21' is now available for pre-order in the US! Get it @iTunesMusic or @Amazon here: http://www.adele.tv/21/,2010-11-30T15:40:37.000Z
Adele,@Adele,Famous Artist,184910040,10366989096714241,"Tune in to @TheEllenShow tomorrow 12/3 to see Adele perform ""Rolling In The Deep"" live! Check local listings: http://ellen.warnerbros.com/",2010-12-02T16:17:37.000Z
Adele,@Adele,Famous Artist,184910040,10461366351568896,Tune in to @FollowCMT 'Artists of the Year' tomorrow 12/3 at 8pm ET to see @OfficialAdele perform a special tribute. http://bit.ly/adelecmt,2010-12-02T22:32:38.000Z
Adele,@Adele,Famous Artist,184910040,10725716823904256,RT @ColumbiaRecords: NEWS: Adele @OfficialAdele is set to perform @LadyAntebellum 's hit #NeedYouNow TONIGHT @ 8PM for CMT's #ArtistofTh ...,2010-12-03T16:03:04.000Z
